,joints,markers
319,[-1.52456042 -0.65513998  0.71587573  2.12069241 -0.38550444  1.05264326  0.20907035  0.98014668  0.55684997  1.9598702  -0.89669474 -1.26063884  0.78446225 -0.61617173  0.17239168  0.04349655 -0.07470805  0.          0.        ],"[[-2.66170532  1.24833536  2.17635687]
 [-3.51737029  2.43631279  1.29719098]]"
320,[ 3.15941766 -0.73071186  1.72139305 -2.22471182 -0.82700701  2.7044874  -0.16247403 -1.13254072 -0.52731583  0.75212578  2.06156556 -0.3695044  -1.59601791  0.54005344  0.13918036  0.46483621  0.55732056  0.          0.        ],"[[-3.2802292   2.53619369  1.95867583]
 [-1.73771182  1.40488727  1.99768038]]"
321,[-1.06635607 -1.04420787  2.18089373  0.46947008 -1.35300383  2.7896762  -1.7427179   0.62547961  1.21783313  1.80388816  0.73456429 -0.32308827  2.10926795 -1.14748864 -2.90090982  0.84983171 -0.00462077  0.          0.        ],"[[-1.74113264  1.9236925   1.20582577]
 [-2.39762873  3.09530322  1.35703851]]"
322,[ 3.39016231 -0.78059387  0.8590065   0.8035948  -0.47569017 -1.97497696 -1.59331845 -0.15496882 -0.1557603   1.50479311 -2.57331427  1.22731305  2.19363385 -0.77688087  0.54116668 -0.58386096 -0.44708407  0.          0.        ],"[[-3.25042394  2.19674633  1.99079724]
 [-1.51788842  2.1492029   1.37745187]]"
323,[ 0.24535133 -0.93317236  1.86468495 -0.13725182 -1.54637399  0.93625147  1.36536337 -0.94003926  0.29320868 -0.04301551  1.07957927 -0.07866078  1.73434244 -1.81538202 -2.2483865   0.71096418 -0.4706935   0.          0.        ],"[[-1.66604569  2.48089698  1.16630472]
 [-3.35305918  2.44441484  1.43223273]]"
324,[ 3.04205638 -1.03775197  1.88519414 -1.40508434 -0.05220997 -0.15878726  1.23577471  0.7135268  -0.67367208 -0.68132369  0.94390344  0.27162891  1.43531749 -0.57512306 -2.09321928 -0.75774268  0.59355897  0.          0.        ],"[[-3.61532024  1.94429378  1.29636658]
 [-1.55243079  1.693409    1.77097018]]"
325,[ 1.47303165 -1.36030658  1.77344289  2.35453799 -1.26611451 -2.17799644  0.24754224 -0.12201819  1.21515829  1.15507238 -2.52012159 -1.30866888  0.11097427  1.90958487  1.38441499  0.53024099 -0.61001778  0.          0.        ],"[[-3.01164654  2.40682166  1.96965621]
 [-1.87228266  1.58347894  1.43731069]]"
326,[ 0.44902754 -0.72625333  1.95397483  1.54785609  0.59627096 -0.85233718 -0.30862072 -0.74587846 -0.34562267  0.53219785  2.1259509  -0.21362408  0.42143606 -0.4710847   1.42918815  1.34480068  2.29899607  0.          0.        ],"[[-1.45494614  2.00199257  1.57349909]
 [-3.49302002  1.92784105  1.80524328]]"
327,[-2.06276192 -1.18673709  2.13143666  2.29048903  1.88057261 -0.50363052  2.02340523 -2.36054392  0.44718436  1.45825299 -0.4699319   0.59681955 -1.67618419 -0.2866781  -2.87727671  0.10636829  1.32432585  0.          0.        ],"[[-3.06332156  2.11680835  1.44839954]
 [-1.85778173  2.31104496  2.03941296]]"
328,[ 3.07341419 -0.66211142  0.83690329  1.70985796  0.25534677  1.41741805 -1.28772596  1.62375603  1.10666854  1.78553079  0.56600635  0.51477752  0.47895584 -1.39306687 -1.63048324  0.14465985 -0.29784501  0.          0.        ],"[[-3.4947496   2.03262518  1.92520459]
 [-1.63772227  2.44538523  1.74011996]]"
329,[ 3.22275189 -0.55874829  1.14096161  2.43138431 -0.82596669  2.61865194 -0.2872596   1.18090811  0.06200899  1.46830388 -1.28879671  1.18941851 -0.63760128  0.29059094  2.40370882  1.04940223  0.30260974  0.          0.        ],"[[-3.15179272  1.50076702  2.29088483]
 [-1.83401795  1.29272236  1.85641008]]"
330,[ 0.22308552 -1.32471073  1.66098506  1.42707726  0.14838589 -0.66395019 -0.29914363 -0.49911306 -0.37498956  0.39372943  1.49971066  0.23000916 -0.39143768  0.80713714  1.01094997 -0.53941823  1.4204091   0.          0.        ],"[[-1.35458751  1.91928661  1.76083383]
 [-3.15341712  1.87287668  2.05742402]]"
331,[ 2.95313804 -0.63586926  0.68715256 -0.33771969 -0.0630506  -2.90209306 -0.22002366  2.71646379  1.3640888   0.69703546 -1.40928469 -0.68842855  0.36132027 -0.57276403 -2.18608267  0.74978462  2.0954863   0.          0.        ],"[[-3.4904367   2.47384232  1.93605466]
 [-1.92273038  2.46918382  2.01344114]]"
332,[ 1.04245255 -0.91116508  1.35058318  2.60309646  1.11365281  1.50700433 -0.87811302  1.44436478  0.67734096  0.50464627 -1.15181119 -0.40057642  0.01732062  0.48835867  0.9229994  -0.69890896 -0.31197494  0.          0.        ],"[[-1.67452195  2.7214066   1.48447777]
 [-2.99395683  0.97173372  1.69383641]]"
333,[ 2.81279924 -0.49316761  0.86629587 -1.66177773  1.05915667  2.92434189  1.95692286 -2.63935232  0.16097003  2.24956641 -2.20033378 -1.23523547 -2.04672813 -1.80719797 -1.98901552  1.17919972 -0.37312953  0.          0.        ],"[[-2.97101652  1.814663    2.00552676]
 [-1.7710181   2.12578202  1.79544659]]"
334,[ 3.16356654 -0.54327789  1.40889608 -0.92819428  0.1384481   2.41463242 -1.07121507 -1.52682625 -0.11348587 -0.68860084  1.96306865  0.55824997 -2.04321273  1.6472209   0.34149143  0.39521941  0.0202949   0.          0.        ],"[[-3.67181867  1.82552195  1.62349527]
 [-1.6729346   1.6007733   1.70503525]]"
335,[-2.47888195e-03 -1.11111470e+00  1.48022804e+00 -5.40660365e-01 -6.02763920e-01  1.39184997e+00  6.19866395e-01 -1.04952700e+00  3.45839820e-01  3.47163583e-01  2.06978830e+00  6.03130942e-01  1.01358364e+00 -9.51312497e-01  2.91358437e+00  6.47466895e-01  1.81957744e-01  0.00000000e+00  0.00000000e+00],"[[-1.39506925  1.74286518  1.6891407 ]
 [-3.64054322  1.86351454  1.68898173]]"
336,[-1.13872265 -0.33760036  2.02535997 -0.87280217  0.9264354   0.4838103   0.24682307  1.58593192 -0.33123405  0.69684556 -0.88794996 -1.21952902  2.10928246  0.90955761 -1.42123307 -0.04313152  0.5214277   0.          0.        ],"[[-1.40970599  1.99626792  1.85803434]
 [-3.19773182  2.69800085  1.37536977]]"
337,[-0.69014    -0.83882362  2.08227808  2.94158375 -0.95315892  1.18777697  0.01418465 -2.62550385  0.0651685   1.37533865 -1.47254248  0.26296674  2.86255694 -1.25025488 -0.68556543  0.78639122 -0.55195816  0.          0.        ],"[[-1.95208477  2.11786631  2.17686707]
 [-3.25776824  2.68869704  1.30028733]]"
338,[ 2.33819119 -1.47140065  2.11914488 -0.46971499  0.24112473  2.14494123 -0.86691738 -1.58316351 -0.2261518  -0.03547758 -2.14026252  0.54161857  2.59624939  0.96109054 -0.23169186  0.42498466  0.33885716  0.          0.        ],"[[-3.42646283  2.77436436  1.51373814]
 [-2.50934505  1.02892496  1.5959326 ]]"
339,[ 2.72497911 -1.43039898  1.8892612   0.12791993 -0.40366348  1.6099739   0.96982421  0.37775249 -0.53944976  1.99140524  2.17295898  0.96888174  2.01526913 -0.81060175  1.07983863  0.7665668   0.97226761  0.          0.        ],"[[-3.3097186   2.26788129  1.76211116]
 [-1.53802213  2.27812458  1.58785629]]"
340,[ 2.42271642 -0.68605589  0.96826383 -2.79171861  1.15661071 -0.18827808  0.86940326 -2.83482021 -0.14453007 -0.52215871 -0.15419882 -0.26715829 -0.57561622  0.10446203  0.76593113 -0.31153552  0.18982213  0.          0.        ],"[[-3.16196825  2.84321753  1.20943201]
 [-1.68189391  1.20555201  1.79202025]]"
341,[ 3.27248225 -1.21162279  2.22849167 -2.44071537  0.69231551  1.18006523 -0.66972048  2.03892392 -0.73258991  0.68160427  2.82604359  1.59816771 -2.93288447  1.38383061 -1.03597609  0.89179668 -0.03023893  0.          0.        ],"[[-3.51570131  1.42900837  1.59352692]
 [-1.75320383  1.77221443  0.89081197]]"
342,[-1.04894413 -0.81363172  1.34736848  0.71226893  0.28097668 -0.89049591  1.579212    0.80769582  1.37332716  0.25183995 -2.24368219  0.57134957  0.68905349 -1.07907762  1.16420897  0.55886598  1.4163249   0.          0.        ],"[[-1.87207261  1.38099954  1.73502981]
 [-2.77987133  2.91384427  1.92978452]]"
343,[ 2.19797496 -1.15237108  2.09336488  2.74064937 -1.01346663 -1.52623059 -0.04962816 -0.39725333  0.15195198  1.4996445   2.88480745  0.88878054 -2.07811083 -1.06163077 -0.16331748 -0.00324788 -0.78312064  0.          0.        ],"[[-3.22040086  2.15663315  2.08416158]
 [-1.79641894  1.68736163  0.94558093]]"
344,[ 2.43749293 -0.18588616  0.58407797  1.66457242 -1.45445958  2.84821843 -0.13484727  2.07336089  0.27507008  0.33410215 -1.28733743  0.67996922  1.17830118 -0.01055099  0.13829382  0.93502252  0.79020035  0.          0.        ],"[[-3.54569695  1.37796123  1.79436262]
 [-2.27227612  1.00031388  2.07310533]]"
345,[ 3.1114838  -0.73065151  0.81083312  1.7852795  -1.44130562 -2.21345888 -0.25492183  0.95140162  0.2450019   0.21208571 -2.28868543 -1.02776492  0.66952294  1.67342254  1.21753742  0.81345029 -0.30488722  0.          0.        ],"[[-2.96934246  1.26998941  1.96076574]
 [-1.79832825  2.59557525  1.66354475]]"
346,[-1.6253346  -0.56363867  1.3851086   0.41698122  0.17829964  0.87854514  0.46821164 -1.53137775  0.49145983  0.9647195  -2.60220332  1.78804915  2.13250359  1.47276735 -0.51311949  1.24756506 -0.43441664  0.          0.        ],"[[-2.60354746  1.11852343  2.18057818]
 [-1.87480725  1.99703346  1.15911696]]"
347,[ 0.40325478 -1.49566992  2.24160085 -2.56315596 -0.77282763  0.49880399 -0.51735335 -0.37789889 -0.23349447  1.52790927  1.94631108 -0.49861615  1.57900751 -0.20994681  1.81430205  1.05798996  1.46241025  0.          0.        ],"[[-2.25745144  1.81627275  2.07720262]
 [-3.44254307  1.95302589  1.80547701]]"
348,[ 0.03723824 -0.68678575  0.76916333 -1.21335674 -1.79712486  2.09591946  1.86007574  0.06944585 -0.27147953  0.81572813 -1.98251139 -0.45474738 -0.34003756 -1.94852138  2.2768241   0.85286317  2.04508772  0.          0.        ],"[[-1.92398213  1.55716504  1.83811548]
 [-3.06674816  2.08536827  2.03646713]]"
349,[ 0.63472993 -1.05903526  1.52754497 -2.88773761  0.37787928 -1.92842306  1.22972788 -2.31412176  0.47040177  1.48079171 -2.04342002  0.82472293 -0.22113651 -0.23778095  1.28617203  1.3673068   1.15800313  0.          0.        ],"[[-1.80135124  2.42566781  1.94613267]
 [-3.54160826  1.82226078  1.61225833]]"
350,[-0.03041445 -0.21040483  0.78680194  0.04002841  0.18337002 -2.79858849  0.40003472  2.17110565  0.57209551  0.50118254  0.04621033  0.08391405  1.9744115  -0.23270524 -2.13561146  0.83596581  0.11656352  0.          0.        ],"[[-1.60902871  1.83255183  2.10239511]
 [-3.57261828  2.17877341  2.03432246]]"
351,[ 0.5115751  -0.72034919  1.73696866  2.94940117  1.59478756 -2.25434658  1.34071381 -1.33503738  1.12821552  0.45535049  2.26375539 -0.78616258 -0.55919456  0.75160716 -0.8816772   0.28313262  1.36703044  0.          0.        ],"[[-1.79756554  2.59607207  1.0863216 ]
 [-3.16305379  2.39319017  2.14863382]]"
352,[-0.03033253 -0.43941367  1.4823513   0.67617874 -0.28416035 -0.56216537 -0.83316267 -0.43727114  0.58004156  0.33921837  0.78076771  0.87538065 -0.8253988   1.47514461  1.15158726 -0.61031967  0.36456873  0.          0.        ],"[[-1.56226345  1.81966584  1.6662202 ]
 [-3.04662644  2.51200861  2.0356533 ]]"
353,[ 2.02093788 -1.41656348  2.03055295  2.65372173 -0.61839143  1.78882713  0.74028015  2.19823189 -0.5133698   0.533505    0.77577598 -0.43525774 -2.32723773 -1.41560119  0.42086783 -0.15159265  1.46011024  0.          0.        ],"[[-3.1494763   2.8438044   1.82188269]
 [-2.26041332  1.38917531  1.90250402]]"
354,[-0.29470759 -1.52525455  2.07463946  2.04219453 -1.29424976 -2.45102928 -1.21181088 -1.07415704 -0.09645011  1.26112077 -0.95066284 -0.07342581  0.2949687   0.56276981 -1.1687417   1.35182408  1.97833249  0.          0.        ],"[[-2.10047443  1.92873444  1.96657192]
 [-3.55499392  2.21141152  1.57568607]]"
355,[ 1.27161936 -1.10443188  1.9043449   1.39177945  0.09697227  0.47812055  0.51570579 -1.84083908 -0.18600319  0.87778361  0.3847834   0.60199633  0.8432217  -0.19287867 -2.84411526  0.60542542  1.40636995  0.          0.        ],"[[-2.12032492  2.92280941  1.97548897]
 [-2.42514943  1.33150069  2.08943967]]"
356,[ 2.92941934 -0.69095387  0.90907311 -0.66621858 -0.10411841  2.90197249 -0.88043344 -2.27318489  0.01297372 -0.34134927  1.60764088  0.1551668   1.42413498 -0.61301527  2.27028942  0.98879701  1.06894828  0.          0.        ],"[[-3.69924592  2.13282379  1.6795031 ]
 [-1.56106949  1.84709111  2.00519897]]"
357,[-2.12708371 -0.23953192  0.63492611  2.06895964 -0.82634088 -1.83085283  0.01050691 -1.07274399  0.94573697  1.46923471  0.19405976  0.54753081  1.71811263 -0.45121186 -1.76860912 -0.03529475  0.67461642  0.          0.        ],"[[-2.51830954  1.11330629  2.19861948]
 [-1.94070874  2.75682995  2.21554643]]"
358,[ 2.31198984 -1.5283165   1.95670317 -2.32476081  0.36229146  0.19544127  0.61349028  2.56021891  0.25694304 -0.33744698 -2.77333489 -0.06609138  2.73901587  0.31053864  0.51898429  0.10215858  0.41956913  0.          0.        ],"[[-3.21346502  2.98837333  1.36062907]
 [-1.85987901  1.20843774  1.82845781]]"
359,[ 1.20576745 -0.20234474  1.18392359  2.46089388 -0.89647598  0.7463796   1.70505953  1.99172452 -0.10965746 -0.07845665 -0.98396548 -0.07511571  0.7272671   1.29767471  0.47015405  0.60829365  0.03757811  0.          0.        ],"[[-2.3404342   2.52046414  2.05214687]
 [-3.55459234  1.4243978   1.70168208]]"
360,[ 1.92321197 -0.56142353  1.20033819 -1.59520228 -0.06958812  2.01377762  1.87015685  0.16008455  1.3338024   0.27575673  1.63921008 -1.15206878 -1.68729766 -0.78462648  0.08593707  0.17217941  0.80518059  0.          0.        ],"[[-3.23857503  2.44079766  1.90301275]
 [-2.89999868  1.00000174  1.88283223]]"
361,[ 0.29176443 -0.97010475  2.21171257 -2.35855069 -1.1736369   0.02249871 -0.67430485  2.78102609  0.09402671  1.84320976  0.77074307 -1.08857175  2.15972     1.05213106 -2.74882931  0.31164309 -0.03056724  0.          0.        ],"[[-2.12963097  1.89834774  2.03339072]
 [-3.59713777  1.89371648  1.27315473]]"
362,[ 3.17704996 -1.34516949  1.83169756 -0.94556463 -1.78783651 -2.61751266 -1.72337978  2.23936835  0.44218325 -0.36337573  1.20003533 -1.57982692 -1.00790687 -1.80290477  0.140014   -0.36265444 -0.252698    0.          0.        ],"[[-3.32967502  2.11413488  1.06705692]
 [-1.73459487  1.87650417  1.37148282]]"
363,[ 2.4481437  -1.0106663   1.46187705  0.09515208  0.80640347 -2.54856669  0.89390763  1.74874723 -0.17443007  0.32550879  2.72818264 -0.27957806  2.29594425  1.16484473  1.77537731  0.57871999 -0.77545149  0.          0.        ],"[[-2.81491071  2.86402639  2.08640405]
 [-1.83828548  1.32511817  1.71533712]]"
364,[ 3.38557026 -0.5648251   1.71652488  2.49465494 -0.80834177 -2.67115871 -1.14255742  1.99631222  0.08609974  2.16716246 -2.09816953  0.94459279 -1.62119548 -0.28744013 -2.18374712  1.27878431 -0.1246581   0.          0.        ],"[[-2.93605176  1.61324679  2.12959143]
 [-1.49848984  1.48401543  1.318429  ]]"
365,[ 0.18201379 -0.81017733  1.33772168 -1.14065827  1.21962019 -1.16535853  1.67385456  2.30520286 -0.26594765 -0.33453332  2.08727851 -0.33697478  1.76321998 -0.23433324  0.77015432  1.01788841  1.90497473  0.          0.        ],"[[-1.75563947  2.45615636  1.7851927 ]
 [-3.36125323  2.03081621  2.07428489]]"
366,[-2.23461375 -1.20660412  2.33192118 -1.61751149 -1.13504456 -1.29019427 -0.95707126  2.45437711  0.04668646  0.76483035  1.06062253  1.15870976  2.54625719 -1.7215274  -1.99175082  0.1390564   0.760535    0.          0.        ],"[[-3.47133895  1.65437555  1.67073725]
 [-2.16102247  2.23083457  1.84525279]]"
367,[ 0.82977606 -1.38569419  1.74609279 -2.52438354  0.3548493  -0.82121815 -0.3057387   1.70467544  1.13404682  1.78105954  2.6542861  -0.54442065 -1.63652512  0.13139718  2.52218616 -0.17881567  2.24545129  0.          0.        ],"[[-1.80227587  2.78661575  1.54855071]
 [-2.87279858  1.72090029  2.08480269]]"
368,[ 1.12786777 -0.26800661  1.23739184 -2.04263673 -0.56685657 -2.14977361  0.87427434  2.1267902   0.86162565  1.06653327 -1.43532917  1.22118825  2.84956462  0.29007151 -0.8787827   0.06744178  0.59878407  0.          0.        ],"[[-2.32923574  2.14369815  2.09661983]
 [-3.7753099   2.19352084  1.80865853]]"
369,[-0.00618158 -0.52513904  1.58990002 -1.62445324 -0.58752645 -1.28980339 -0.98123493 -0.29030368 -0.61545769  2.24011533  0.04340316 -1.11148231  0.10220218  0.24859937 -0.02222825 -0.02905117 -0.74671078  0.          0.        ],"[[-1.91357358  2.16564557  1.94801384]
 [-3.59461886  2.34729579  1.08583878]]"
370,[ 0.26497448 -0.39497514  0.63799431  0.94289121  0.59706379 -0.52087305  1.64842597 -1.19337564  0.9461608   1.86706462 -0.18622315 -0.29475349 -0.79492753  0.93840459  0.26048596 -0.60143567 -0.69427923  0.          0.        ],"[[-1.97194174  2.29454548  2.18122871]
 [-3.59710934  2.11140395  1.53121481]]"
371,[-2.21929076 -1.37804946  1.71864073  2.01163815 -0.01431648 -2.35359436 -0.84954262 -0.61232126  0.48396314  0.3639673   2.90380653  0.24006994 -1.91740184  1.89727245  0.42133357  0.74769822  0.76630344  0.          0.        ],"[[-3.46675307  1.75324755  1.90176472]
 [-2.07849828  2.25436651  1.81209559]]"
372,[-0.99020034 -0.13122071  0.47136184 -2.0359072   1.43811405  0.17807404  0.1935461   2.214211    0.35096853 -0.61177627 -1.54771294 -0.16396962 -1.47690149 -0.39548072 -2.92032254 -0.33463727  0.54028205  0.          0.        ],"[[-1.40248725  1.90790356  1.3825893 ]
 [-2.89357121  3.06009558  2.06654568]]"
373,[-0.50616605 -0.63946082  0.7989713  -1.66690918  0.41675078 -2.49358867  1.26142493  2.75685484  0.06893575  1.11870004  1.6250661   1.80423291  1.21326166 -1.50828531  2.39259955  0.92381181  0.75897788  0.          0.        ],"[[-2.15563526  1.5117938   2.20704042]
 [-3.45041274  1.68317236  1.56639196]]"
374,[-0.00554257 -0.59371883  0.87004825 -2.74082086  0.97086313 -2.83992199  0.75578243 -0.54239293  0.77992642 -0.19513237  1.15250467  0.75754848  0.06753061  0.40721978 -1.76971974 -0.01139515  1.31836132  0.          0.        ],"[[-1.51388308  2.39458951  1.53597887]
 [-3.20796868  1.43363664  2.1681991 ]]"
375,[-2.03838674 -0.07263845  0.4318857   0.64327642  0.45094589  2.16193595  0.12739478  1.84506698  0.88383412  1.09412915  1.63029761  1.23578689 -2.02251156  0.83084074  0.0460406   0.2887127   0.43804682  0.          0.        ],"[[-3.0588818   1.59177109  2.31451457]
 [-2.5937342   3.02111938  1.67537805]]"
376,[ 0.06101167 -0.76580332  1.08382611 -0.12132411  0.68221797  0.71969017 -1.40606676 -0.97101826 -0.75934691  0.04516553  0.87909563 -1.64387376  0.19671956  1.38622811 -2.29101658  1.10710855  1.25173255  0.          0.        ],"[[-1.70687601  1.6676745   1.98476024]
 [-3.04191293  2.59929084  1.57439437]]"
377,[-0.40275623 -0.77163171  0.92582382 -2.61497012  0.2342221   2.76149506  1.05072433 -0.45268569  0.72440402  0.79147947 -2.53030658 -1.07101187 -2.04261924 -1.50885638 -1.93471705  0.51990634 -0.36100047  0.          0.        ],"[[-1.5078563   1.96181501  1.79183544]
 [-3.4347962   1.88967107  1.94610138]]"
378,[-0.21704331 -0.33389302  2.1772438   0.397755   -0.43253944  0.91166954  1.38980504 -1.51243617 -0.02813031  1.42868243 -1.47789866  0.83563919  1.33902631 -0.68430471 -0.86317086  0.78937794  0.96931169  0.          0.        ],"[[-1.5878463   2.33105918  1.70427387]
 [-3.2371859   2.71269223  1.71649106]]"
379,[ 1.5251024  -0.43855257  0.93486202  1.86678613 -0.35141647 -2.57758538  1.07826775  1.20854075  0.07453893 -0.3791716  -1.80456924 -0.63289086 -0.89223702 -0.51707687  1.49992926  0.88803768  1.27937234  0.          0.        ],"[[-3.15593804  2.98367885  1.71267841]
 [-2.24530865  1.2840738   2.14858561]]"
380,[-0.80244022 -0.31711334  0.83499479  0.37226309 -1.19925658 -0.76686811  0.36849957  0.77320311  0.74609114 -0.61769959 -1.71913892 -1.54303496  1.75001287  0.90569231 -0.32890133  0.51035115  0.63897289  0.          0.        ],"[[-1.55461228  1.62751322  1.10040223]
 [-3.36856292  1.91159104  1.88678622]]"
381,[ 1.89198199 -0.76298068  1.32647525  0.72427188  1.24832353  2.73587499  1.27008112  1.76330835  0.97301041 -0.54451373 -1.68413917  1.16092163 -2.47666089  1.44118459 -2.69921053 -0.22221408  1.26350912  0.          0.        ],"[[-1.92390659  2.25072132  1.75387994]
 [-2.76181423  1.31660462  2.04295385]]"
382,[-1.98991077 -0.34120414  2.1594612  -1.12525011 -0.64178039  1.385791   -0.63629163 -0.3502184   0.18856065 -0.27523734  1.6908416   0.70732579 -1.14136068  0.94648052  0.22287572 -0.23508029  0.85692375  0.          0.        ],"[[-3.32346287  1.55353027  1.31795978]
 [-2.02973908  2.7744438   1.73647408]]"
383,[-1.36813535 -0.42748422  1.42476126  2.43650886 -1.11534621  0.2628224  -0.4565526  -2.17904247  1.18847669  0.5220752  -2.67646259 -1.19170777 -0.74772255  1.50108508  1.69139546 -0.07700447 -0.3672445   0.          0.        ],"[[-1.6956436   1.68043882  2.08067026]
 [-2.93177806  1.86040898  1.74504804]]"
384,[ 0.42033481 -1.47251386  1.83178402 -0.73250349 -1.63808145 -2.874801   -1.89662457  2.39483154  0.83682933 -0.17168402 -2.64042053 -0.44532388 -2.91483599  0.54806992  2.73502209 -0.27033244  1.95118774  0.          0.        ],"[[-1.8704006   2.30555725  1.02778095]
 [-2.88877809  1.7012041   2.08606439]]"
385,[-0.29136774 -1.14016599  2.00862416 -1.93236003  0.74076745 -2.14864897 -0.30154001 -2.0675754   0.58051038 -0.13141526 -0.9568133   0.52195679 -0.59495342 -1.24917053 -2.73911863  0.25861377  0.94848262  0.          0.        ],"[[-1.39282144  2.29628331  1.4274841 ]
 [-2.63433165  2.41449223  2.05372819]]"
386,[-2.24676075 -1.52425874  2.11172718 -0.37443644 -0.69417859 -0.81058391 -0.04797244  1.29205171  0.25314208 -0.08983829 -1.57919382  1.87599985 -2.2059724   1.65596487  2.90560376  0.45497181  1.41012989  0.          0.        ],"[[-3.59729505  1.33678011  1.21925698]
 [-1.99690799  2.17014099  1.60654631]]"
387,[ 2.04441242 -1.29778111  2.32065161 -0.36682267  0.67110558  0.58048026  0.43059234 -2.9553934  -0.16080967  1.97803673  1.84023576  0.95067788  1.819804    0.41605288  2.53494437  0.83782008  0.0370707   0.          0.        ],"[[-2.97321207  2.1985913   2.01927276]
 [-1.62445906  1.87486508  1.2187236 ]]"
388,[-0.57731332 -0.60151178  1.13172657  2.17996598 -0.51650739 -2.77768221 -0.44841811 -1.9198373   0.10825361  1.76500099 -2.55865408  0.35170169  1.72680084 -0.21491844 -0.920686    1.04247939  1.76639774  0.          0.        ],"[[-2.01971708  1.78903399  2.26897349]
 [-3.37412032  2.56683653  1.82722009]]"
389,[-0.37270031 -1.08645634  2.17773793  0.30512477 -0.59594983  0.6943597   1.46342292 -1.01909427  0.43631287  1.45713325  2.31290056 -0.98571914 -2.16988732 -2.02859568 -1.4216777   0.70246814  0.27412182  0.          0.        ],"[[-1.54199599  2.14762872  1.57006128]
 [-3.01455054  2.00991242  1.70352315]]"
390,[ 1.69213783 -1.33787843  1.73639921  1.99700506 -1.93711318 -2.51180354 -1.40826579  1.03553141 -0.14391431  1.57572314 -1.20292252 -1.43306709  2.82332872  0.58893695 -2.21144205  0.54737742  0.39294756  0.          0.        ],"[[-2.9863056   2.0224387   1.90840354]
 [-1.54098233  1.77398734  1.45629531]]"
391,[ 0.93839354 -0.54330598  0.64576901  2.23109606 -0.67246798 -1.35813841 -1.82316816 -0.89861081 -0.76498321 -0.19770427 -0.42962345 -1.0069569   2.02350742  1.37109279 -1.06096825 -0.2065349   0.97503428  0.          0.        ],"[[-1.89072029  2.69066991  1.72657068]
 [-2.88658855  1.05852252  1.82072171]]"
392,[ 1.34729888 -0.87544768  1.40010386  0.17502499 -1.15581512  1.14703523  0.7965804  -1.67074202  0.86472217  0.30412762  1.92326548  0.54698898  1.8121218   0.55797616  1.90596633  1.11061648  0.16831366  0.          0.        ],"[[-2.38515946  3.10356394  1.34157521]
 [-2.10433427  1.12021558  1.6294557 ]]"
393,[-1.22331247 -0.45608984  0.64181718 -0.61343107 -0.24657542 -2.48151865 -1.40464845 -2.8603771   0.09005677 -0.06419576 -1.01531855 -0.7967128   2.82168504  0.49990094 -1.72930763 -0.21273089  0.43306755  0.          0.        ],"[[-1.8612422   1.37244757  1.89502804]
 [-3.4579479   2.66881577  1.82394925]]"
394,[ 2.37359749 -0.58273072  1.25039361  2.92112464 -0.97724356  2.43009035  0.07584541 -1.29635844 -0.19182569  2.11693694  0.98691985  0.93672276 -2.27376313  0.60234177  0.91425595  0.03612539  0.51872045  0.          0.        ],"[[-2.75508565  2.11938915  2.30601512]
 [-1.62418816  1.80677954  1.95435681]]"
395,[-0.32858592 -0.83548922  1.81757048 -1.97332531  1.4957886   2.31253785 -0.04676601  0.41079784  0.85554484 -0.74907006  2.22388865 -0.52622005  0.08170919 -0.18283889 -2.08421658 -0.20207278  0.38788519  0.          0.        ],"[[-1.63462271  2.57733368  1.22104064]
 [-3.1348414   2.87715736  1.96915834]]"
396,[ 0.48364818 -1.23470576  2.17216178  1.08074102 -0.43219492 -0.47234502  0.19161877 -0.29353648  0.24460903  0.29269548  1.95943342  1.71240656 -1.96617551  1.54087253 -0.36775442  0.69883338 -0.05174435  0.          0.        ],"[[-1.74403165  2.90673591  1.59181027]
 [-3.03932376  1.26342368  1.27055   ]]"
397,[ 2.62604311 -0.39836259  0.71366943 -2.01888172  0.63214696  0.16793025  0.38782849  1.87952416  1.28040404  0.0049321   1.88412255  0.66029734 -1.96601513  1.33293673  0.29183749  0.36859972  0.46943164  0.          0.        ],"[[-3.61913201  2.32547184  1.68648161]
 [-1.73342402  1.3753612   1.78897126]]"
398,[ 1.01446217 -1.38149226  1.89318587 -1.7675175   0.78302924  1.9879606  -0.71465471 -0.66162584  1.19354477  0.29396202  1.78155109 -0.47028481 -2.69989762 -0.49380778  2.8436884  -0.42121804  1.57629886  0.          0.        ],"[[-2.10425633  2.85403329  1.64031562]
 [-3.20026609  1.60914586  1.98574223]]"
399,[-2.27545021 -1.26881306  1.94475107  2.79859651  0.99783184  1.34965247 -0.61754095  2.1622596   0.54913039  0.03151798 -1.59464606  0.5305238   1.04196387 -0.13936924 -0.5984179   1.16917417  1.42720315  0.          0.        ],"[[-3.50580849  1.31815431  1.27650312]
 [-1.82784551  2.58783122  1.78228758]]"
400,[ 3.18372364 -0.44901225  1.91633268 -1.51896247  1.60135729 -2.24379465  0.88477626  2.95756426  0.44126995  1.4957404  -2.63587143 -0.43436568 -1.98842076 -0.51436652 -1.99306373  0.14270759  0.71767178  0.          0.        ],"[[-3.09919402  1.10277469  1.66782164]
 [-1.52988808  1.98776423  1.79637099]]"
